PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
2964743634,Add TTY environment check to `cargo insta review`,"The change introduces a new environment check feature to the `cargo insta review` command, indicating an addition of functionality rather than a fix or other type of change.",feat,8
2973533797,Add support for named snapshots with redactions and debug expr,"The title indicates the addition of new functionality, specifically support for named snapshots with redactions and debug expressions, which qualifies as a new feature.",feat,9
2974498229,Add pre-commit hook for Rust code formatting,"The PR introduces a pre-commit hook to enforce Rust code formatting, which is a build-related tool enhancement rather than a feature or bug fix.",build,8
2974598623,Rename process_snapshots function to review_snapshots for clarity,"The change is a renaming of a function to improve clarity, which is a refactor since it neither fixes a bug nor adds a feature.",refactor,9
2980205609,tests: Update typos pre-commit hook to v1.31.1,"The title indicates an update to a pre-commit hook related to tests, which is a change to testing infrastructure or tooling rather than production code or features. This fits best under 'test' as it involves testing-related tooling updates.",test,9
2985351959,Add triggering pipelines mini-tutorial (#3495),"The PR consists entirely of updates and improvements to documentation, including tutorials and user guides, without introducing new features or fixing bugs in the codebase.",docs,10
2986072834,Add customizable PostgreSQL connection pool settings,"The PR introduces a new feature allowing customizable PostgreSQL connection pool settings, including configuration options and documentation updates, which fits the 'feat' category.",feat,9
2986431376,Add Kubernetes schedule documentation and fix heading hierarchy (#3530),"The changes described are focused on adding and improving documentation related to Kubernetes scheduling, including fixing heading hierarchy and adding tutorial links. There is no indication of code changes, bug fixes, or new features, so the appropriate label is 'docs'.",docs,10
2997643146,New API based on `jaxls.LeastSquaresProblem` and `jaxls.Cost`,"The PR introduces a new API with renamed classes and new components, improving the clarity and structure of the API without fixing a bug or just refactoring existing code. This is a new feature addition to the library.",feat,9
3007785025,UN-2584 [FIX] Corrected HTTP status codes for workflow execution status API,"The PR fixes incorrect HTTP status codes returned by the API, correcting the behavior to match the documented API contract and resolving integration issues. This is a clear bug fix.",fix,10
3037457814,Add Language Server to code analysis category,"The PR introduces a new tool (Language Server) to the code analysis category, which is a new feature addition to the project.",feat,9
3047699666,✅ Add tests for organization_members RLS policies from PR #1598,"The PR adds new test cases to cover the organization_members RLS policies and the is_current_user_org_member function, ensuring the fixes from a previous PR are properly tested and do not regress. This is clearly an addition of tests, not a feature or bug fix itself.",test,9
3057825906,MM-64155: Fix searchbox clear button to reset search type,"The PR fixes a bug where the search box clear button did not reset the search type correctly, causing an incorrect badge to appear. The description and release note clearly indicate a bug fix.",fix,9
3256692785,Add Pgettag primitive with atomic loads for variant_only=false,"The PR introduces a new primitive 'Pgettag' with atomic load capabilities and exposes it as a new feature to users, enhancing the existing functionality. This aligns with the 'feat' type for adding new features.",feat,9
3257102140,Primitives for raw OCaml block access,"The PR introduces new primitives for raw OCaml block access, which are new features enhancing the language's capabilities for faster field access. This aligns with the 'feat' type for new features.",feat,9
3257241051,Tomohisa/issue704,"The PR introduces new capabilities such as running individual test phases, providing custom task IDs, and color-coded output, which are new features enhancing the existing functionality.",feat,9
3257330452,"geo/geomfn: implement ST_GeometricMedian({geometry,float8,int4,bool})","The PR introduces a new SQL function ST_GeometricMedian with multiple overloads and implements the Weiszfeld algorithm for geometric median calculation, which is a new feature addition to the codebase.",feat,10
3257359947,"Add pagination, filtering, and compact response modes","The PR introduces new features such as client-controlled pagination, filtering capabilities, and a compact response mode, all of which add new functionality without fixing bugs or just refactoring existing code.",feat,10
3258566467,Add event validation to `test_webhook` function,"The PR introduces validation logic as a new feature to the existing `test_webhook` function, enhancing its behavior by adding event validation and raising exceptions for invalid events. It also adds new test cases to verify this feature. This is a clear addition of functionality rather than a bug fix or other change type.",feat,9
3194442530,Add DeciLM/Nemotron-NAS architecture support,"The PR introduces native support for a new architecture (DeciLM/Nemotron-NAS) including new features like dummy layers, FFN fusion, and variable attention configurations, which are new capabilities added to the system.",feat,9
3194483657,📝(test): Add test principles documentation and Claude test commands,The PR adds new documentation and command files related to testing principles and workflows without changing any code functionality. This is a documentation-only change to improve understanding and guidance on testing practices.,docs,10
3069923749,Add cargo-insta version fields to bug report template,"The change adds new fields to the bug report template, which is a documentation update to improve issue reporting. It does not add features, fix bugs, or change code behavior.",docs,9
3069942339,Allow deprecated tempfile method for MSRV,"The change allows usage of a deprecated tempfile method to maintain compatibility with the Minimum Supported Rust Version (MSRV), which is a feature adjustment rather than a bug fix or other change type.",feat,8
3069944091,Update bug report template fields,"The change updates the bug report template fields, which is a documentation-related change rather than code or feature modification.",docs,9
3078006902,migrate: Update CLI to urfave/cli v3,"The commit introduces a migration to a new major version of a CLI library, which changes function signatures and usage patterns, effectively adding new features and improvements to the CLI interface.",feat,8
3171863473,Add ProseMirror documentation and fix message styling,"The PR introduces a large amount of new documentation for ProseMirror and also includes fixes to message styling bugs. Since it both adds documentation and fixes bugs, the primary purpose appears to be fixing message styling issues, which is a bug fix. The documentation addition is substantial but does not add new features or change code behavior. Therefore, the best fitting label is 'fix'.",fix,9
3171901980,Replace chat textarea with ProseMirror editor,"The PR introduces a new feature by replacing the chat textarea with a ProseMirror editor, enabling future rich text editing capabilities and improving the chat input functionality.",feat,9
3173165718,Remove unused escape gem dependency,"The change removes an unused dependency from the project, which is a maintenance task and does not add features or fix bugs.",chore,9
3173233374,Added `mcp` CLI command,"The PR introduces new CLI commands and features related to MCP server management, which clearly adds new functionality to the project.",feat,10
3173971926,Update ArtifactRepository constructors to accept tracking_uri parameter,"The PR introduces a new optional parameter `tracking_uri` to the constructors of ArtifactRepository subclasses, enabling better integration between artifact storage and tracking services. This is an addition of new functionality without fixing a bug or refactoring existing code, so it is classified as a feature.",feat,9
3151798896,Add ZN-Grunts proto-plugin ,"The PR introduces a new distributed LLM orchestration system called ZN-Grunts with multiple new features, infrastructure, and platform support, which clearly qualifies as a new feature addition.",feat,10
3151873955,Add promotional offers to paywalls,"The PR introduces a new feature that adds comprehensive promotional offer support to paywalls, including a new cache system, purchase flow integration, and UI component updates. This clearly aligns with the 'feat' type as it adds new functionality.",feat,10
3128896513,Fix GitHub API rate limiting in chess workflow by replacing API calls with local file storage,title provides conventional commit label,fix,10
3128948216,"Fix broken chess game workflow: update Ruby/gems, add missing checkout, remove deprecated API calls",title provides conventional commit label,fix,10
3128970557,Fix Ruby syntax error in chess workflow caused by trailing blank lines,title provides conventional commit label,fix,10
3129063731,Fix Ruby syntax error in GitHub Actions chess workflow,title provides conventional commit label,fix,10
3129102032,Fix MCP Authentication - Auto-evict invalid clients and trigger re-registration,title provides conventional commit label,fix,10
3129105671,Fix VoiceAccessUserControl header file with proper WinRT/C++/CX syntax,title provides conventional commit label,fix,10
3251416645,Fix TransportOptionsValidator to accept valid Kestrel binding addresses,title provides conventional commit label,fix,10
3251419718,"Fix `contractevent` macro with `data_format=""vec""` for Vec fields",title provides conventional commit label,fix,10
3206203957,Fix GraphFlowManager termination to prevent _StopAgent from polluting conversation context,title provides conventional commit label,fix,10
3206230540,Fix download counter to use correct asset for repositories with multiple release assets,title provides conventional commit label,fix,10
3206231176,Fix HACS becomes unresponsive after multiple sidepanel name changes,title provides conventional commit label,fix,10
3124605364,Fix MTP runner to report error when given .dll for non-Core workloads,title provides conventional commit label,fix,10
3124676438,Fix notebook references in data pipelines failing after deployment,title provides conventional commit label,fix,10
3124709717,chore: update CODEOWNERS with new team members,title provides conventional commit label,chore,10
3124811802,feat: import copilot instructions and automatic reviewers assignment from celestia-app,title provides conventional commit label,feat,10
3268164028,"Fix extension generic method lookup filtering causing ""not enough arguments"" errors",title provides conventional commit label,fix,10
3109359968,Fix attr cache memory leak by implementing expired entry cleanup,title provides conventional commit label,fix,10
3109511414,Fix z-index issue on half-image slides - background images now stay behind content,title provides conventional commit label,fix,10
3109523791,Fix nested directory creation issue in hash metadata storage,title provides conventional commit label,fix,10
3109525942,"Fix AZCOPY_AUTO_LOGIN_TYPE=""MSI"" authentication failure when URLs contain port numbers",title provides conventional commit label,fix,10
3150841632,Fix GitCommitInfo task to handle grafted repository state gracefully,title provides conventional commit label,fix,10
3151237217,Fix NullReferenceException in NpmLockfileDetectorBase when dependencies object is missing,title provides conventional commit label,fix,10
3151249906,feat(cli): Make `vlt help <cmd>` work the same as `vlt <cmd> --help`,title provides conventional commit label,feat,10
3151403816,Fix Outerloop Tests workflow failing on forks,title provides conventional commit label,fix,10
3151439757,Fix git.log to properly handle errors when not in a git repository,title provides conventional commit label,fix,10
3215964049,Fix FormJS variable persistence issue when submitting via Enter key,title provides conventional commit label,fix,10
3215992008,feat: add backward compatibility for VS Code paste API,title provides conventional commit label,feat,10
3216189960,Fix ErrorProne 2.39.0 TooManyParameters warning in UploadService,title provides conventional commit label,fix,10
3216197213,Fix text color readability issue on Edge mobile browser,title provides conventional commit label,fix,10
3216208267,Fix repeat-until scoping bug in VMify compiler,title provides conventional commit label,fix,10
3234061012,Fix Scala 2 compilation hang with HNil shape mismatches for case classes >22 fields,title provides conventional commit label,fix,10
3234115546,Fix Resource Group option sharing static state between commands,title provides conventional commit label,fix,10
3234121023,Revert sysinfo dependency from 0.36.0 to 0.35.2,title provides conventional commit label,revert,10
3234138504,Fix live tests by using correct tool names with underscores instead of dashes,title provides conventional commit label,fix,10
3234200031,Fix kernel restart when renaming notebook files,title provides conventional commit label,fix,10
3190486831,Fix UI reflow issues at 400% zoom level for WCAG compliance,title provides conventional commit label,fix,10
3190514750,"Fix CAF naming values showing ""(known after apply)"" during terraform plan",title provides conventional commit label,fix,10
3190608451,Fix conditional kernel restart in InstallPackagesTool to avoid unnecessary restarts,title provides conventional commit label,fix,10
3081726892,"Fix spelling, grammar, and formatting issues in documentation",title provides conventional commit label,fix,10
3081803622,Fix duplicate tracks with same path in database,title provides conventional commit label,fix,10
3081816409,Fix: Custom tags defined as floats being treated as strings in smart playlists,title provides conventional commit label,fix,10
3082038772,Fix CVE-2024-8612 in qemu package on 3.0-dev branch,title provides conventional commit label,fix,10
3174426695,Fix Gantt performance by removing useMouse from every column,title provides conventional commit label,fix,10
3174443041,Fix Gantt sidebar not rendering on initial page load,title provides conventional commit label,fix,10
3174512200,Refactor publishing state model and CLI protocol to aggregate CompletionState at all levels,title provides conventional commit label,refactor,10
3174567386,Fix GitHub Copilot MCP server field to use 'servers' instead of 'mcpServers',title provides conventional commit label,fix,10
3175169812,chore: Update Windows 2025 version to use specific build number 26100,title provides conventional commit label,chore,10
3166618227,Fix debug expression hover for TypeScript non-null assertions (!),title provides conventional commit label,fix,10
3166697799,fix: resolve golangci-lint issues with unchecked error returns and embedded field access,title provides conventional commit label,fix,10
3166840879,Refactor Proxy.close() method to use try-finally pattern for guaranteed server cleanup,title provides conventional commit label,refactor,10
3166878308,Fix incorrect usage of pytest.warns in test_langchain_model_export.py,title provides conventional commit label,fix,10
3167148478,Fix SelectedDate property not updating when dates are selected in Calendar control,title provides conventional commit label,fix,10
3167223032,fix: get rid of url.parse in network code,title provides conventional commit label,fix,10
3167629205,Fix broken links by adding Azure Static Web Apps redirects,title provides conventional commit label,fix,10
3125682958,Fix code-tunnel.exe completion trimming on Windows,title provides conventional commit label,fix,10
3125695545,feat: add main branch to GitHub workflow triggers,title provides conventional commit label,feat,10
3125703292,Fix Glide destroyed activity crash in PlatformInterop image loading methods,title provides conventional commit label,fix,10
3125706805,chore: delete memstats routine and definitions,title provides conventional commit label,chore,10
3125708547,chore: rename BlockProp reactor to Recovery,title provides conventional commit label,chore,10
3125710825,feat: update parts channel capacity from 1000 to 2500,title provides conventional commit label,feat,10
3125744468,fix: update Go version requirement to 1.24 to resolve govuln CI failures,title provides conventional commit label,fix,10
3125771920,Fix broken links in PerfView user guide documentation,title provides conventional commit label,fix,10
3125790678,Fix off-by-one error in P/Invoke buffer handling for Windows volume enumeration,title provides conventional commit label,fix,10
3125817776,Fix StorageSharedKeyCredential parameter names in storage-queue README,title provides conventional commit label,fix,10
3125954430,Fix stale workflow to never close issues and ignore dependabot PRs,title provides conventional commit label,fix,10
3125996513,docs: Update README with Docker image generation documentation,title provides conventional commit label,docs,10
3226779561,Fix weather records TODO message and add watering calendar to zone page,title provides conventional commit label,fix,10
3226805360,Fix finishReason length should still process fences,title provides conventional commit label,fix,10
3210834321,chore(shed): update trace-finding in lotus-shed miner fees & fees-inspect with a better top-down filter,title provides conventional commit label,chore,10
3210960716,Fix SfExpander arrow color not restoring after cancelled touch gesture,title provides conventional commit label,fix,10
3210965204,Fix hover styles for tabs and buttons after v2.0.5 regression,title provides conventional commit label,fix,10
3211069935,Refactor AzureApiFactory into shared Octoshift project,title provides conventional commit label,refactor,10
3211097293,Refactor AzureApiFactory to use shared helper method,title provides conventional commit label,refactor,10
3211101810,Refactor AzureApiFactory to use shared helper for common logic,title provides conventional commit label,refactor,10
3179735644,Fix Yarn monorepo support by removing invalid -W flag,title provides conventional commit label,fix,10
3179741870,Fix typos and improve documentation accuracy across LittleJS,title provides conventional commit label,fix,10
3179766264,Fix Random Ray Solver Bug: Detect Multiple Point Sources in Same Subdivided Source Region,title provides conventional commit label,fix,10
3179782246,Fix grid_options layout data lost when editing card,title provides conventional commit label,fix,10
3179789341,Fix AADConditionalAccessPolicy ExcludeExternalTenantsMembershipKind empty string handling,title provides conventional commit label,fix,10
3179789638,"Fix flaky test: ""script is not removed while another instance exists""",title provides conventional commit label,fix,10
3179828414,Fix text selection when renaming clips and boards,title provides conventional commit label,fix,10
3179981594,Fix Clippy uninlined_format_args lint errors and expand CI coverage for all Rust components,title provides conventional commit label,fix,10
3259701196,Fix `just clean` command for Windows PowerShell compatibility and missing directory handling,title provides conventional commit label,fix,10
3259732080,Fix duplicate .cctor methods in IL generation by merging method bodies,title provides conventional commit label,fix,10
3259798274,fix(kit): escape key propagation in preview dialog to prevent closing parent dialog,title provides conventional commit label,fix,10
3078160044,Fix thread safety in Application.ThreadContext.FromId,title provides conventional commit label,fix,10
3078169246,Fix Azure activity log message when deploying to slot,title provides conventional commit label,fix,10
3078187008,Fix pylint issues in azure-eventhub-checkpointstoreblob,title provides conventional commit label,fix,10
3078195603,Fix XmlForClause and JsonForClause FirstTokenIndex in subqueries,title provides conventional commit label,fix,10
3078217849,Fix Box Style Consistency Between Resources and Live Hunts Cards,title provides conventional commit label,fix,10
3078356584,Fix LISA to properly honor the provided working_path parameter,title provides conventional commit label,fix,10
3078366765,Fix Safari SecurityError when Block All Cookies is enabled,title provides conventional commit label,fix,10
3078382638,Fix SourceMaps not including the original *.ts files,title provides conventional commit label,fix,10
3078383974,Fix sourcemap load errors from @nevware21 dependencies,title provides conventional commit label,fix,10
3078424351,Fix mismatched Microsoft.Graph modules by pinning module versions,title provides conventional commit label,fix,10
3078444454,feat: Implement Ko-fi website integration,title provides conventional commit label,feat,10
3078460436,Fix TypeError when handling nested array attributes declared as non-required but not provided,title provides conventional commit label,fix,10
3078469289,Fix type inconsistency between Model.create and Model.get for custom types,title provides conventional commit label,fix,10
3231432076,docs: Update documentation examples to use `trimBefore` and `trimAfter`,title provides conventional commit label,docs,10
3231460257,Refactor 'any' types to strict type definitions across codebase,title provides conventional commit label,refactor,10
3231548516,Fix DNS cache race condition and double-free causing production crashes,title provides conventional commit label,fix,10
3121005401,Docs: Add Inkeep site indexing setup instructions,title provides conventional commit label,docs,10
3121041195,Fix Docker image public visibility in GitHub Container Registry,title provides conventional commit label,fix,10
3121316751,docs: update mocha to 1.24.1 golang,title provides conventional commit label,docs,10
3121381331,Fix translation consistency issues - update dates and verify content alignment,title provides conventional commit label,fix,10
3265192098,Fix #pragma warning not working with multifile modules,title provides conventional commit label,fix,10
3195573803,fix(cache): Implement per-record caching to fix partial failure issue,title provides conventional commit label,fix,10
3195788503,feat(config:line): 支持自定义线路参数,title provides conventional commit label,feat,10
3195817470,Fix CLI command option descriptions and standardize Apphost terminology,title provides conventional commit label,fix,10
3195826190,Fix FlexAttention int64 indexing for large tensors,title provides conventional commit label,fix,10
3106326653,Fix `deny_unpinned_actions` policy to work for composite actions,title provides conventional commit label,fix,10
3121897365,Refactor HttpRequestCustomRecipe getVisitor() method for improved readability and maintainability,title provides conventional commit label,refactor,10
3121953999,Fix setAll method transformation in HttpHeadersCustomRecipe to properly convert Map to HttpHeaders,title provides conventional commit label,fix,10
3122330329,Fix Vercel deployment errors caused by yarn version conflicts,title provides conventional commit label,fix,10
3122389974,Fix golangci-lint config,title provides conventional commit label,fix,10
3151985497,Refactor Node.js package installers from lifecycle hooks to ExecutableResource,title provides conventional commit label,refactor,10
3152145544,Refactor: Use %v to log errors instead of %s + error.Error(),title provides conventional commit label,refactor,10
3152174737,Refactor: editing → isKeyboardOpen,title provides conventional commit label,refactor,10
3152293928,"Fix $ handling: treat as string in scripts, command in interactive mode",title provides conventional commit label,fix,10
3209660072,feat(talis): add configurable workers flag for concurrent operations,title provides conventional commit label,feat,10
3209661206,Fix diagnostic code 69010 typo to 6910,title provides conventional commit label,fix,10
3209727238,Fix unhandled exception when double-clicking in scroll bar area with no selected nodes,title provides conventional commit label,fix,10
3209796838,Fix APIView C# parser to handle complex NuGet packages with multiple target frameworks,title provides conventional commit label,fix,10
3209832047,"docs: replace all instances of ""nova"" with ""multiplexer""",title provides conventional commit label,docs,10
3209849017,Fix all staticcheck errors in gocryptfs codebase,title provides conventional commit label,fix,10
3256405696,Fix AZ affinity routing tests: improve backend tolerance and debugging,title provides conventional commit label,fix,10
3256451757,Fix QuickLook crash after waking from sleep by adding power management event handling,title provides conventional commit label,fix,10
3256472611,Fix EmojiCompat crash when Entry bound to float with StringFormat,title provides conventional commit label,fix,10
3256473912,"Fix CI socket exhaustion errors by expanding port range, increasing timeouts, and improving cleanup",title provides conventional commit label,fix,10
3241319003,style: MkDocs site redesign with GitHub Docs-inspired dark theme,title provides conventional commit label,style,10
3241357147,Fix crash when problemMatcher has empty pattern array,title provides conventional commit label,fix,10
3247390113,chore(demo): migrate to tuiDocAPI,title provides conventional commit label,chore,10
3247403285,FIX: Contribution process for internal/external contributors & documentation,title provides conventional commit label,fix,10
3247407263,FEAT: Implement inclusive contribution process for external and internal contributors,title provides conventional commit label,feat,10
3088730956,Fix ASP.NET integration test crashes by adding proper Elsa background task shutdown,title provides conventional commit label,fix,10
3088733583,Fix: Strip special characters like ™ and ® in metadata searches,title provides conventional commit label,fix,10
3088752590,Fix EventBase child activity not executing OnEventReceived method,title provides conventional commit label,fix,10
3235041361,Fix NewGroupPlaceholder CSS overlap and enable grouping for all item types,title provides conventional commit label,fix,10
3235055290,Fix browser compatibility for @xmcl/system by adding exports field,title provides conventional commit label,fix,10
3235070810,Fix issue with dynamic runtime binding in Microsoft.CSharp test,title provides conventional commit label,fix,10
3235219394,Fix production debug code and comprehensive issue verification,title provides conventional commit label,fix,10
3235249371,Fix grammatical errors and improve wording in replace-node documentation,title provides conventional commit label,fix,10
3189765757,Fix TraceEvent.props to respect ProcessorArchitecture when RuntimeIdentifier isn't specified,title provides conventional commit label,fix,10
3189775547,Fix MCP prompt flow cancellation when optional arguments are left empty,title provides conventional commit label,fix,10
3189779251,Fix ON UPDATE CASCADE syntax highlighting in SQL.plist,title provides conventional commit label,fix,10
3189935263,Fix broken msal-angular redirect documentation link,title provides conventional commit label,fix,10
3262668155,Fix memory leak in BackgroundCommandSenderHostedService by using CancellationToken.None,title provides conventional commit label,fix,10
3192545670,Fix(cache): loading bug and improve cache status logging,title provides conventional commit label,fix,10
3273467014,feat: change NWC connector title to include NWC abbreviation,title provides conventional commit label,feat,10
3273496214,chore: Replace all occurrences of Rollkit to ev-node / Evolve (excluding README.md),title provides conventional commit label,chore,10
3084258051,Fix AppInsights breaking Angular SSR in Cloudflare Worker,title provides conventional commit label,fix,10
3084294411,Fix CLI browserName override issue when not specified,title provides conventional commit label,fix,10
3084490358,Fix Console Encoding for Proper Display of Non-ASCII Characters,title provides conventional commit label,fix,10
3084492871,Fix collisions in indirect sqlproj dependencies for separate databases,title provides conventional commit label,fix,10
3228875697,Fix missing JSInvokable PublishEvent method exception when using IDialogService with extended options,title provides conventional commit label,fix,10
3276753975,feat: Add configuration parameter support to SmartStart provisioning entries,title provides conventional commit label,feat,10
3276756515,Fix throttled firmware update progress events jumping back and forth,title provides conventional commit label,fix,10
3276762075,Fix parameter-property with default value emitting `T | undefined` instead of `T`,title provides conventional commit label,fix,10
3276763092,Fix generateImage returning undefined and enable Azure OpenAI image editing with proper URL construction,title provides conventional commit label,fix,10
3091643325,Fix missing `album` object in `get_track_info()` response,title provides conventional commit label,fix,10
3091825094,Fix 'utf-8' codec error with surrogate pairs in Unicode strings,title provides conventional commit label,fix,10
3091868582,feat: Convert build logic into shadcn registry,title provides conventional commit label,feat,10
3074526770,Fix CancellationTokenRegistration leak in AsyncOperation.TrySetCanceled,title provides conventional commit label,fix,10
3074570058,Fix documentation inconsistency in sub-models example,title provides conventional commit label,fix,10
3074577799,Fix Japanese Kanji character handling in constraints,title provides conventional commit label,fix,10
3074595642,docs: Fix broken link in CONTRIBUTING.md,title provides conventional commit label,docs,10
3074605898,Fix RegisterHasNoReset warning incorrectly triggering for loop iteration variables,title provides conventional commit label,fix,10
3074609325,"Fix DataTable.Compute throws exception on ""true NOT= false""",title provides conventional commit label,fix,10
3074614660,Fix PictGenerate to clear previous results before generating new ones,title provides conventional commit label,fix,10
3074618957,Fix IndexOutOfRangeException in RegexInterpreter.Backtrack method,title provides conventional commit label,fix,10
3074647104,Fix HTTP/2 pings not working with zero connection lifetime,title provides conventional commit label,fix,10
3074688614,Fix Angular SSR in Cloudflare Worker by handling dynamic proto incompatibility,title provides conventional commit label,fix,10
3074690649,Fix cache not resetting when include files are modified,title provides conventional commit label,fix,10
3074756019,Fix timestamp format errors when using BY NAME SELECT syntax,title provides conventional commit label,fix,10
3074778952,"Fix ""Maximum call stack size exceeded"" error in view.js",title provides conventional commit label,fix,10
3074784299,Fix dead links and alphabetically sort items in README.md,title provides conventional commit label,fix,10
3222206015,Fix Dev Containers null pointer error in workspaceCommands.ts,title provides conventional commit label,fix,10
3222212117,Fix Jest 30 compatibility issues - update fakeTimers config and resolve duplicate mocks,title provides conventional commit label,fix,10
3222212955,feat: add tabs to messageboard widget with incremental loading,title provides conventional commit label,feat,10
3222238867,Fix multiple comment decorations when word wrap is enabled,title provides conventional commit label,fix,10
3184337854,fix: Windows VSS backup validation to support all selection methods and case-insensitive EC2 detection,title provides conventional commit label,fix,10
3184430691,Fix inverted email validation logic in McpElicitationService and add token expiration utility,title provides conventional commit label,fix,10
3184439526,Fix pydoc doctest failures by updating expected output format for string operations,title provides conventional commit label,fix,10
3184463362,Fix RealParent garbage collection warning to reduce noise in production apps,title provides conventional commit label,fix,10
3252917201,Fix build errors related to trimming attributes in .NET 10,title provides conventional commit label,fix,10
3252984390,Fix CI failure: Gradle unable to provision Java 11 toolchain (Adoptium),title provides conventional commit label,fix,10
3252991718,Fix flaky AzqrCommandTests by introducing IDateTimeProvider abstraction,title provides conventional commit label,fix,10
3253039135,Fix MCP OAuth client_secret_basic authentication support,title provides conventional commit label,fix,10
3097915420,Fix C++ Rule of 5 violations in msquic.hpp to prevent memory corruption,title provides conventional commit label,fix,10
3118450017,Fix dependabot auto-merge workflow for GitHub merge queue compatibility,title provides conventional commit label,fix,10
3118533289,Fix cell reveal when followCellExecution enabled and notebook tab not active,title provides conventional commit label,fix,10
3118636567,Fix mypy error in images_aoai_quickstart.py: handle Optional[list[Image]] properly,title provides conventional commit label,fix,10
3118761541,"Fix translation inconsistencies: Add missing ""What's New"" sections and 10-WhatsNew folders",title provides conventional commit label,fix,10
3118970869,Fix Azure OpenAI assembly reference error by adding required packages and correcting documentation,title provides conventional commit label,fix,10
3119010150,Fix CNS IP demand overcounting by filtering terminal Pods in IPAMv2,title provides conventional commit label,fix,10
3119079877,Fix token group renaming to work consistently across all sets,title provides conventional commit label,fix,10
3127722655,Fix Save Changes button on GitHub Pages MemoriaCatalog.xml editor,title provides conventional commit label,fix,10
3127778805,docs: Note for root `README.md`,title provides conventional commit label,docs,10
3127781810,"chore: Update branch from base, fix merge conflict",title provides conventional commit label,chore,10
3127782032,"Fix UTF-8 encoding, XML formatting, PR UI, and add button cooldown to Memoria Catalog Editor",title provides conventional commit label,fix,10
3127795243,Fix false success reporting in ado2gh integrate-boards when GitHub PAT permissions are incorrect,title provides conventional commit label,fix,10
3127805671,"Fix UTF-8 encoding, form handling, and add draft state to Memoria Catalog Editor",title provides conventional commit label,fix,10
3127828881,Fix whitespace formatting errors and CI coverage file handling,title provides conventional commit label,fix,10
3127970135,Fix VSIX build workflows by switching from dotnet restore to msbuild restore,title provides conventional commit label,fix,10
3226556821,feat(provider:edgeone): 支持腾讯EdgeOne Add Tencent Cloud EdgeOne DNS provider support,title provides conventional commit label,feat,10
3226644014,Fix backslash handling in comments to prevent line continuation issues,title provides conventional commit label,fix,10
3112076357,Fix date32/date64 Arrow types displaying as Long values in playground,title provides conventional commit label,fix,10
3112095151,Fix thread safety issue in FindAppHostProjectFilesAsync by switching to ConcurrentBag,title provides conventional commit label,fix,10
3112867557,Fix TypeError in number increment/decrement services when entity.value is string,title provides conventional commit label,fix,10
3136698219,Fix GitHub build failures for Windows and Linux packages,title provides conventional commit label,fix,10
3136800169,Fix enum parameter type resolution from arbitrary assemblies in UsingTask,title provides conventional commit label,fix,10
3136803201,Fix ProjectInSolution.AbsolutePath containing backslashes on Unix systems,title provides conventional commit label,fix,10
3111840737,Fix localStorage namespacing for reverse proxy deployments,title provides conventional commit label,fix,10
3276827651,Fix: Mark node as asleep when compat query times out,title provides conventional commit label,fix,10
3276951581,fix(kit): combo box stringify function not being called after update,title provides conventional commit label,fix,10
3276971958,Fix accessibility: Add proper AutomationProperties.Name to Sound page buttons,title provides conventional commit label,fix,10
3276973636,Fix Counter Control accessibility: Enable Narrator announcements for value changes,title provides conventional commit label,fix,10
3276981020,Fix duplicate key issue by resetting EF Core migrations and adding unique constraint documentation,title provides conventional commit label,fix,10
3241852461,docs: Add comprehensive buildkit drivers documentation with Kubernetes focus,title provides conventional commit label,docs,10
3241984328,Fix Bicep compilation errors for Azure Container Apps scope resolution,title provides conventional commit label,fix,10
3139504281,fix: set default proxy_app config value to align with app/v4-cosmos-sdk (backport #1915 to main),title provides conventional commit label,fix,10
3139945869,docs: editorial on 3.6,title provides conventional commit label,docs,10
3140219724,Fix TypeScript module resolution for direct filter imports,title provides conventional commit label,fix,10
3148932692,Fix inferred parameters missing from dataset when explicitly added,title provides conventional commit label,fix,10
3149038837,Fix duplicate and unfitting slugs in resourceDefinition.json,title provides conventional commit label,fix,10
3149241573,Fix HSL format to use whole numbers for percentages instead of decimal places,title provides conventional commit label,fix,10
3149554338,Fix hex color detection in strings by adding lookbehind patterns,title provides conventional commit label,fix,10
3149689202,Fix broken FieldMaps link in TfsWorkItemMigrationProcessor documentation,title provides conventional commit label,fix,10
3157499461,Fix DuplicateTypeNameAnalyzer to skip nested types,title provides conventional commit label,fix,10
3157523410,Fix update-cgmanifest.ps1 script to produce deterministic output,title provides conventional commit label,fix,10
3224819412,Fix Python 3 compatibility and core library warnings,title provides conventional commit label,fix,10
3204148213,Fix frontend duplicate tag creation in Label Selector,title provides conventional commit label,fix,10
3204148886,Fix HBOX_LOG_LEVEL environment variable being ignored due to backwards logic,title provides conventional commit label,fix,10
3098089485,Fix OAuth token endpoint hanging by ensuring proper database connection handling,title provides conventional commit label,fix,10
3098406026,Fix histogram escape key handling in VS Code extension,title provides conventional commit label,fix,10
3079097121,Fix false positives in distributed tracing decorator pylint rule,title provides conventional commit label,fix,10
3079097208,Fix tokens becoming read-only after recovering local changes,title provides conventional commit label,fix,10
3079241115,Fix DrawLineAa anti-aliasing inconsistency at certain angles,title provides conventional commit label,fix,10
3079569069,Fix NullReferenceException in GenerateExtensionMethods with 'allows ref struct',title provides conventional commit label,fix,10
3079572036,Fix emoji font embedding in PDF generation,title provides conventional commit label,fix,10
